Opcio,Steps,stiter,k,lamb,profits,execution time
1,7000,101,1,9.999999999999999E-6,84732,0.291
1,7000,101,1,9.999999999999999E-5,76204,0.301
1,7000,101,1,0.001,86184,0.314
1,7000,101,11,1.0E-7,75886,0.305
1,7000,101,11,1.0E-6,79252,0.331
1,7000,101,11,9.999999999999999E-6,79242,0.381
1,7000,101,11,9.999999999999999E-5,76676,0.309
1,7000,101,11,0.001,80088,0.307
1,7000,101,21,1.0E-7,84338,0.303
1,7000,101,21,1.0E-6,82656,0.291
1,7000,101,21,9.999999999999999E-6,74734,0.313
1,7000,101,21,9.999999999999999E-5,84636,0.302
1,7000,101,21,0.001,82656,0.304
1,7000,151,1,1.0E-7,83380,0.312
1,7000,151,1,1.0E-6,84090,0.309
1,7000,151,1,9.999999999999999E-6,81584,0.316
1,7000,151,1,9.999999999999999E-5,87108,0.32
1,7000,151,1,0.001,85166,0.304
1,7000,151,11,1.0E-7,83576,0.294
1,7000,151,11,1.0E-6,83388,0.299
1,7000,151,11,9.999999999999999E-6,84442,0.3
1,7000,151,11,9.999999999999999E-5,86396,0.322
1,7000,151,11,0.001,82242,0.31
1,7000,151,21,1.0E-7,85472,0.311
1,7000,151,21,1.0E-6,74932,0.319
1,7000,151,21,9.999999999999999E-6,75716,0.305
1,7000,151,21,9.999999999999999E-5,85758,0.311
1,7000,151,21,0.001,85794,0.314
1,7000,201,1,1.0E-7,85280,0.31
1,7000,201,1,1.0E-6,80370,0.304
1,7000,201,1,9.999999999999999E-6,80830,0.31
1,7000,201,1,9.999999999999999E-5,79982,0.302
1,7000,201,1,0.001,79840,0.301
1,7000,201,11,1.0E-7,85458,0.311
1,7000,201,11,1.0E-6,84766,0.311
1,7000,201,11,9.999999999999999E-6,83896,0.296
1,7000,201,11,9.999999999999999E-5,78968,0.308
1,7000,201,11,0.001,85318,0.304
1,7000,201,21,1.0E-7,81368,0.299
1,7000,201,21,1.0E-6,84870,0.305
1,7000,201,21,9.999999999999999E-6,80256,0.307
1,7000,201,21,9.999999999999999E-5,76438,0.312
1,7000,201,21,0.001,84816,0.288
1,7000,251,1,1.0E-7,79140,0.302
1,7000,251,1,1.0E-6,82436,0.314
1,7000,251,1,9.999999999999999E-6,85642,0.322
1,7000,251,1,9.999999999999999E-5,82122,0.326
1,7000,251,1,0.001,79976,0.31
1,7000,251,11,1.0E-7,82020,0.295
1,7000,251,11,1.0E-6,86114,0.313
1,7000,251,11,9.999999999999999E-6,80750,0.301
1,7000,251,11,9.999999999999999E-5,58894,0.299
1,7000,251,11,0.001,81420,0.291
1,7000,251,21,1.0E-7,80282,0.293
1,7000,251,21,1.0E-6,83654,0.303
1,7000,251,21,9.999999999999999E-6,84658,0.295
1,7000,251,21,9.999999999999999E-5,86592,0.32
1,7000,251,21,0.001,81872,0.312
1,8000,1,1,1.0E-7,78008,0.343
1,8000,1,1,1.0E-6,80512,0.343
1,8000,1,1,9.999999999999999E-6,76846,0.363
1,8000,1,1,9.999999999999999E-5,85548,0.348
1,8000,1,1,0.001,84432,0.346
1,8000,1,11,1.0E-7,79980,0.358
1,8000,1,11,1.0E-6,84022,0.34
1,8000,1,11,9.999999999999999E-6,85434,0.381
1,8000,1,11,9.999999999999999E-5,80728,0.355
1,8000,1,11,0.001,85832,0.345
1,8000,1,21,1.0E-7,86530,0.337
1,8000,1,21,1.0E-6,84302,0.35
1,8000,1,21,9.999999999999999E-6,84186,0.338
1,8000,1,21,9.999999999999999E-5,81212,0.359
1,8000,1,21,0.001,84386,0.363
1,8000,51,1,1.0E-7,80486,0.365
1,8000,51,1,1.0E-6,85338,0.351
1,8000,51,1,9.999999999999999E-6,82010,0.36
1,8000,51,1,9.999999999999999E-5,78036,0.372
1,8000,51,1,0.001,85028,0.336
1,8000,51,11,1.0E-7,81556,0.36
1,8000,51,11,1.0E-6,78878,0.334
1,8000,51,11,9.999999999999999E-6,85446,0.348
1,8000,51,11,9.999999999999999E-5,82314,0.363
1,8000,51,11,0.001,86074,0.359
1,8000,51,21,1.0E-7,76788,0.332
1,8000,51,21,1.0E-6,84746,0.373
1,8000,51,21,9.999999999999999E-6,87186,0.379
1,8000,51,21,9.999999999999999E-5,86148,0.355
1,8000,51,21,0.001,80482,0.36
1,8000,101,1,1.0E-7,84520,0.374
1,8000,101,1,1.0E-6,83956,0.355
1,8000,101,1,9.999999999999999E-6,82518,0.366
1,8000,101,1,9.999999999999999E-5,84440,0.344
1,8000,101,1,0.001,84372,0.329
1,8000,101,11,1.0E-7,85562,0.349
1,8000,101,11,1.0E-6,82028,0.334
1,8000,101,11,9.999999999999999E-6,87018,0.365
1,8000,101,11,9.999999999999999E-5,82722,0.351
1,8000,101,11,0.001,79434,0.333
1,8000,101,21,1.0E-7,82586,0.333
1,8000,101,21,1.0E-6,81608,0.351
1,8000,101,21,9.999999999999999E-6,84764,0.359
1,8000,101,21,9.999999999999999E-5,83988,0.358
1,8000,101,21,0.001,74852,0.359
1,8000,151,1,1.0E-7,82602,0.359
1,8000,151,1,1.0E-6,83304,0.337
1,8000,151,1,9.999999999999999E-6,81512,0.363
1,8000,151,1,9.999999999999999E-5,85006,0.338
1,8000,151,1,0.001,79832,0.358
1,8000,151,11,1.0E-7,85296,0.343
1,8000,151,11,1.0E-6,74742,0.345
1,8000,151,11,9.999999999999999E-6,82404,0.336
1,8000,151,11,9.999999999999999E-5,80236,0.343
1,8000,151,11,0.001,75846,0.348
1,8000,151,21,1.0E-7,76504,0.372
1,8000,151,21,1.0E-6,82416,0.345
1,8000,151,21,9.999999999999999E-6,81870,0.357
1,8000,151,21,9.999999999999999E-5,84846,0.361
1,8000,151,21,0.001,82126,0.353
1,8000,201,1,1.0E-7,84230,0.348
1,8000,201,1,1.0E-6,79140,0.351
1,8000,201,1,9.999999999999999E-6,77664,0.378
1,8000,201,1,9.999999999999999E-5,71156,0.389
1,8000,201,1,0.001,78474,0.386
1,8000,201,11,1.0E-7,85656,0.381
1,8000,201,11,1.0E-6,84060,0.342
1,8000,201,11,9.999999999999999E-6,58992,0.365
1,8000,201,11,9.999999999999999E-5,82634,0.373
1,8000,201,11,0.001,82604,0.366
1,8000,201,21,1.0E-7,65788,0.365
1,8000,201,21,1.0E-6,82016,0.347
1,8000,201,21,9.999999999999999E-6,83390,0.347
1,8000,201,21,9.999999999999999E-5,83976,0.361
1,8000,201,21,0.001,80908,0.368
1,8000,251,1,1.0E-7,82378,0.367
1,8000,251,1,1.0E-6,85402,0.356
1,8000,251,1,9.999999999999999E-6,82140,0.34
1,8000,251,1,9.999999999999999E-5,81742,0.352
1,8000,251,1,0.001,85700,0.35
1,8000,251,11,1.0E-7,76888,0.338
1,8000,251,11,1.0E-6,80844,0.345
1,8000,251,11,9.999999999999999E-6,77224,0.349
1,8000,251,11,9.999999999999999E-5,75652,0.36
1,8000,251,11,0.001,79336,0.362
1,8000,251,21,1.0E-7,85210,0.35
1,8000,251,21,1.0E-6,85906,0.355
1,8000,251,21,9.999999999999999E-6,79276,0.347
1,8000,251,21,9.999999999999999E-5,85502,0.345
1,8000,251,21,0.001,82246,0.357
1,9000,1,1,1.0E-7,78046,0.385
1,9000,1,1,1.0E-6,85036,0.386
1,9000,1,1,9.999999999999999E-6,79618,0.391
1,9000,1,1,9.999999999999999E-5,84968,0.413
1,9000,1,1,0.001,84474,0.421
1,9000,1,11,1.0E-7,83984,0.39
1,9000,1,11,1.0E-6,82820,0.397
1,9000,1,11,9.999999999999999E-6,70200,0.435
1,9000,1,11,9.999999999999999E-5,79462,0.384
1,9000,1,11,0.001,85396,0.386
1,9000,1,21,1.0E-7,84636,0.402
1,9000,1,21,1.0E-6,76562,0.406
1,9000,1,21,9.999999999999999E-6,81620,0.374
1,9000,1,21,9.999999999999999E-5,85112,0.372
1,9000,1,21,0.001,81660,0.371
1,9000,51,1,1.0E-7,77602,0.374
1,9000,51,1,1.0E-6,84112,0.388
1,9000,51,1,9.999999999999999E-6,72476,0.387
1,9000,51,1,9.999999999999999E-5,82708,0.414
1,9000,51,1,0.001,84800,0.405
1,9000,51,11,1.0E-7,77974,0.406
1,9000,51,11,1.0E-6,83818,0.415
1,9000,51,11,9.999999999999999E-6,80786,0.394
1,9000,51,11,9.999999999999999E-5,77524,0.398
1,9000,51,11,0.001,76944,0.401
1,9000,51,21,1.0E-7,84802,0.392
1,9000,51,21,1.0E-6,78928,0.399
1,9000,51,21,9.999999999999999E-6,83174,0.395
1,9000,51,21,9.999999999999999E-5,80186,0.403
1,9000,51,21,0.001,83966,0.413
1,9000,101,1,1.0E-7,81002,0.387
1,9000,101,1,1.0E-6,84868,0.387
1,9000,101,1,9.999999999999999E-6,84960,0.403
1,9000,101,1,9.999999999999999E-5,82084,0.395
1,9000,101,1,0.001,77200,0.393
1,9000,101,11,1.0E-7,86050,0.382
1,9000,101,11,1.0E-6,85302,0.381
1,9000,101,11,9.999999999999999E-6,76326,0.397
1,9000,101,11,9.999999999999999E-5,83034,0.382
1,9000,101,11,0.001,85924,0.421
1,9000,101,21,1.0E-7,83956,0.402
1,9000,101,21,1.0E-6,82388,0.415
1,9000,101,21,9.999999999999999E-6,85776,0.398
1,9000,101,21,9.999999999999999E-5,78630,0.418
1,9000,101,21,0.001,81782,0.418
1,9000,151,1,1.0E-7,85956,0.409
1,9000,151,1,1.0E-6,84044,0.407
1,9000,151,1,9.999999999999999E-6,80830,0.388
1,9000,151,1,9.999999999999999E-5,81694,0.409
1,9000,151,1,0.001,83728,0.419
1,9000,151,11,1.0E-7,80924,0.387
1,9000,151,11,1.0E-6,85638,0.401
1,9000,151,11,9.999999999999999E-6,87152,0.398
1,9000,151,11,9.999999999999999E-5,84168,0.394
1,9000,151,11,0.001,80084,0.39
1,9000,151,21,1.0E-7,78154,0.401
1,9000,151,21,1.0E-6,85870,0.411
1,9000,151,21,9.999999999999999E-6,81690,0.387
1,9000,151,21,9.999999999999999E-5,71338,0.428
1,9000,151,21,0.001,83122,0.401
1,9000,201,1,1.0E-7,82872,0.416
1,9000,201,1,1.0E-6,80168,0.404
1,9000,201,1,9.999999999999999E-6,80956,0.422
1,9000,201,1,9.999999999999999E-5,84286,0.4
1,9000,201,1,0.001,71734,0.394
1,9000,201,11,1.0E-7,84838,0.398
1,9000,201,11,1.0E-6,84218,0.371
1,9000,201,11,9.999999999999999E-6,82470,0.393
1,9000,201,11,9.999999999999999E-5,71936,0.388
1,9000,201,11,0.001,81846,0.398
1,9000,201,21,1.0E-7,84844,0.374
1,9000,201,21,1.0E-6,84074,0.407
1,9000,201,21,9.999999999999999E-6,84750,0.418
1,9000,201,21,9.999999999999999E-5,84028,0.4
1,9000,201,21,0.001,79814,0.399
1,9000,251,1,1.0E-7,82518,0.412
1,9000,251,1,1.0E-6,82546,0.394
1,9000,251,1,9.999999999999999E-6,81982,0.414
1,9000,251,1,9.999999999999999E-5,79958,0.418
1,9000,251,1,0.001,86334,0.394
1,9000,251,11,1.0E-7,83538,0.424
1,9000,251,11,1.0E-6,85438,0.396
1,9000,251,11,9.999999999999999E-6,84862,0.397
1,9000,251,11,9.999999999999999E-5,76092,0.403
1,9000,251,11,0.001,82732,0.413
1,9000,251,21,1.0E-7,79638,0.408
1,9000,251,21,1.0E-6,86908,0.391
1,9000,251,21,9.999999999999999E-6,83036,0.414
1,9000,251,21,9.999999999999999E-5,79082,0.412
1,9000,251,21,0.001,83474,0.393
1,10000,1,1,1.0E-7,79076,0.443
1,10000,1,1,1.0E-6,69222,0.463
1,10000,1,1,9.999999999999999E-6,81408,0.437
1,10000,1,1,9.999999999999999E-5,84528,0.426
1,10000,1,1,0.001,85238,0.455
1,10000,1,11,1.0E-7,84922,0.444
1,10000,1,11,1.0E-6,83074,0.458
1,10000,1,11,9.999999999999999E-6,69758,0.447
1,10000,1,11,9.999999999999999E-5,82674,0.432
1,10000,1,11,0.001,82256,0.484
1,10000,1,21,1.0E-7,86398,0.469
1,10000,1,21,1.0E-6,80838,0.427
1,10000,1,21,9.999999999999999E-6,80036,0.462
1,10000,1,21,9.999999999999999E-5,80794,0.452
1,10000,1,21,0.001,82802,0.455
1,10000,51,1,1.0E-7,84686,0.452
1,10000,51,1,1.0E-6,82476,0.42
1,10000,51,1,9.999999999999999E-6,80874,0.433
1,10000,51,1,9.999999999999999E-5,74982,0.439
1,10000,51,1,0.001,78726,0.436
1,10000,51,11,1.0E-7,80962,0.437
1,10000,51,11,1.0E-6,78422,0.434
1,10000,51,11,9.999999999999999E-6,78174,0.427
1,10000,51,11,9.999999999999999E-5,82236,0.42
1,10000,51,11,0.001,81776,0.412
1,10000,51,21,1.0E-7,76456,0.45
1,10000,51,21,1.0E-6,79916,0.436
1,10000,51,21,9.999999999999999E-6,81494,0.428
1,10000,51,21,9.999999999999999E-5,85174,0.45
1,10000,51,21,0.001,80408,0.425
1,10000,101,1,1.0E-7,86192,0.428
1,10000,101,1,1.0E-6,81208,0.433
1,10000,101,1,9.999999999999999E-6,76372,0.433
1,10000,101,1,9.999999999999999E-5,80218,0.478
1,10000,101,1,0.001,80006,0.467
1,10000,101,11,1.0E-7,86698,0.449
1,10000,101,11,1.0E-6,62772,0.468
1,10000,101,11,9.999999999999999E-6,80294,0.461
1,10000,101,11,9.999999999999999E-5,82758,0.466
1,10000,101,11,0.001,83266,0.472
1,10000,101,21,1.0E-7,85810,0.477
1,10000,101,21,1.0E-6,81208,0.485
1,10000,101,21,9.999999999999999E-6,64500,0.479
1,10000,101,21,9.999999999999999E-5,83834,0.477
1,10000,101,21,0.001,84728,0.457
1,10000,151,1,1.0E-7,82616,0.475
1,10000,151,1,1.0E-6,74040,0.474
1,10000,151,1,9.999999999999999E-6,81758,0.441
1,10000,151,1,9.999999999999999E-5,74648,0.478
1,10000,151,1,0.001,78842,0.463
1,10000,151,11,1.0E-7,86208,0.493
1,10000,151,11,1.0E-6,79650,0.455
1,10000,151,11,9.999999999999999E-6,77650,0.464
1,10000,151,11,9.999999999999999E-5,83698,0.434
1,10000,151,11,0.001,84632,0.425
1,10000,151,21,1.0E-7,76218,0.437
1,10000,151,21,1.0E-6,81226,0.446
1,10000,151,21,9.999999999999999E-6,85922,0.437
1,10000,151,21,9.999999999999999E-5,82408,0.459
1,10000,151,21,0.001,81396,0.419
1,10000,201,1,1.0E-7,82778,0.438
1,10000,201,1,1.0E-6,82692,0.439
1,10000,201,1,9.999999999999999E-6,84798,0.446
1,10000,201,1,9.999999999999999E-5,85026,0.446
1,10000,201,1,0.001,85256,0.432
1,10000,201,11,1.0E-7,85674,0.471
1,10000,201,11,1.0E-6,84510,0.44
1,10000,201,11,9.999999999999999E-6,85338,0.437
1,10000,201,11,9.999999999999999E-5,82112,0.425
1,10000,201,11,0.001,82722,0.424
1,10000,201,21,1.0E-7,84080,0.426
1,10000,201,21,1.0E-6,80478,0.444
1,10000,201,21,9.999999999999999E-6,85872,0.442
1,10000,201,21,9.999999999999999E-5,85956,0.429
1,10000,201,21,0.001,78092,0.436
1,10000,251,1,1.0E-7,84058,0.436
1,10000,251,1,1.0E-6,85550,0.413
1,10000,251,1,9.999999999999999E-6,85644,0.436
1,10000,251,1,9.999999999999999E-5,81772,0.45
1,10000,251,1,0.001,82554,0.442
1,10000,251,11,1.0E-7,82644,0.446
1,10000,251,11,1.0E-6,79482,0.404
1,10000,251,11,9.999999999999999E-6,79532,0.438
1,10000,251,11,9.999999999999999E-5,81960,0.453
1,10000,251,11,0.001,86500,0.437
1,10000,251,21,1.0E-7,85286,0.438
1,10000,251,21,1.0E-6,86150,0.435
1,10000,251,21,9.999999999999999E-6,86398,0.441
1,10000,251,21,9.999999999999999E-5,83238,0.453
1,10000,251,21,0.001,77548,0.433
2,1000,1,1,1.0E-7,71242,0.043
2,1000,1,1,1.0E-6,63038,0.042
2,1000,1,1,9.999999999999999E-6,72162,0.043
2,1000,1,1,9.999999999999999E-5,64856,0.044
2,1000,1,1,0.001,68456,0.045
2,1000,1,11,1.0E-7,79132,0.048
2,1000,1,11,1.0E-6,61630,0.091
2,1000,1,11,9.999999999999999E-6,51492,0.089
2,1000,1,11,9.999999999999999E-5,72872,0.088
2,1000,1,11,0.001,72624,0.084
2,1000,1,21,1.0E-7,75690,0.09
2,1000,1,21,1.0E-6,64766,0.086
2,1000,1,21,9.999999999999999E-6,71888,0.055
2,1000,1,21,9.999999999999999E-5,65964,0.041
2,1000,1,21,0.001,74762,0.046
2,1000,51,1,1.0E-7,46084,0.044
2,1000,51,1,1.0E-6,52060,0.045
2,1000,51,1,9.999999999999999E-6,81372,0.042
2,1000,51,1,9.999999999999999E-5,64024,0.045
2,1000,51,1,0.001,73458,0.044
2,1000,51,11,1.0E-7,73144,0.045
2,1000,51,11,1.0E-6,69090,0.046
2,1000,51,11,9.999999999999999E-6,71978,0.042
2,1000,51,11,9.999999999999999E-5,46924,0.042
2,1000,51,11,0.001,61570,0.043
2,1000,51,21,1.0E-7,77322,0.041
2,1000,51,21,1.0E-6,73774,0.044
2,1000,51,21,9.999999999999999E-6,62686,0.044
2,1000,51,21,9.999999999999999E-5,76890,0.04
2,1000,51,21,0.001,48586,0.046
2,1000,101,1,1.0E-7,75094,0.047
2,1000,101,1,1.0E-6,71490,0.056
2,1000,101,1,9.999999999999999E-6,88734,0.045
2,1000,101,1,9.999999999999999E-5,83592,0.044
2,1000,101,1,0.001,79548,0.045
2,1000,101,11,1.0E-7,71492,0.049
2,1000,101,11,1.0E-6,81110,0.048
2,1000,101,11,9.999999999999999E-6,63278,0.045
2,1000,101,11,9.999999999999999E-5,61938,0.045
2,1000,101,11,0.001,43278,0.046
2,1000,101,21,1.0E-7,70010,0.047
2,1000,101,21,1.0E-6,74330,0.045
2,1000,101,21,9.999999999999999E-6,69246,0.045
2,1000,101,21,9.999999999999999E-5,80848,0.047
2,1000,101,21,0.001,57538,0.045
2,1000,151,1,1.0E-7,66072,0.047
2,1000,151,1,1.0E-6,52422,0.047
2,1000,151,1,9.999999999999999E-6,31758,0.047
2,1000,151,1,9.999999999999999E-5,63740,0.045
2,1000,151,1,0.001,75116,0.046
2,1000,151,11,1.0E-7,60298,0.045
2,1000,151,11,1.0E-6,65714,0.048
2,1000,151,11,9.999999999999999E-6,56530,0.043
2,1000,151,11,9.999999999999999E-5,70614,0.046
2,1000,151,11,0.001,57696,0.045
2,1000,151,21,1.0E-7,79950,0.047
2,1000,151,21,1.0E-6,76634,0.046
2,1000,151,21,9.999999999999999E-6,77120,0.045
2,1000,151,21,9.999999999999999E-5,76314,0.042
2,1000,151,21,0.001,75644,0.048
2,1000,201,1,1.0E-7,79036,0.047
2,1000,201,1,1.0E-6,87446,0.042
2,1000,201,1,9.999999999999999E-6,58924,0.046
2,1000,201,1,9.999999999999999E-5,79578,0.045
2,1000,201,1,0.001,76946,0.047
2,1000,201,11,1.0E-7,68906,0.045
2,1000,201,11,1.0E-6,75634,0.044
2,1000,201,11,9.999999999999999E-6,67238,0.044
2,1000,201,11,9.999999999999999E-5,60228,0.045
2,1000,201,11,0.001,78720,0.045
2,1000,201,21,1.0E-7,55212,0.043
2,1000,201,21,1.0E-6,65358,0.043
2,1000,201,21,9.999999999999999E-6,52150,0.046
2,1000,201,21,9.999999999999999E-5,76950,0.044
2,1000,201,21,0.001,77280,0.047
2,1000,251,1,1.0E-7,68770,0.045
2,1000,251,1,1.0E-6,71910,0.044
2,1000,251,1,9.999999999999999E-6,52448,0.044
2,1000,251,1,9.999999999999999E-5,70786,0.044
2,1000,251,1,0.001,67242,0.044
2,1000,251,11,1.0E-7,83474,0.045
2,1000,251,11,1.0E-6,61760,0.047
2,1000,251,11,9.999999999999999E-6,69772,0.046
2,1000,251,11,9.999999999999999E-5,78540,0.044
2,1000,251,11,0.001,73812,0.044
2,1000,251,21,1.0E-7,77390,0.044
2,1000,251,21,1.0E-6,51462,0.043
2,1000,251,21,9.999999999999999E-6,71582,0.043
2,1000,251,21,9.999999999999999E-5,74884,0.046
2,1000,251,21,0.001,69892,0.045
2,2000,1,1,1.0E-7,84938,0.093
2,2000,1,1,1.0E-6,55742,0.087
2,2000,1,1,9.999999999999999E-6,64572,0.089
2,2000,1,1,9.999999999999999E-5,72656,0.089
2,2000,1,1,0.001,74850,0.091
2,2000,1,11,1.0E-7,69168,0.094
2,2000,1,11,1.0E-6,52670,0.089
2,2000,1,11,9.999999999999999E-6,49984,0.092
2,2000,1,11,9.999999999999999E-5,77166,0.092
2,2000,1,11,0.001,71732,0.089
2,2000,1,21,1.0E-7,46668,0.092
2,2000,1,21,1.0E-6,66146,0.088
2,2000,1,21,9.999999999999999E-6,77724,0.087
2,2000,1,21,9.999999999999999E-5,67784,0.087
2,2000,1,21,0.001,64784,0.09
2,2000,51,1,1.0E-7,58536,0.086
2,2000,51,1,1.0E-6,82260,0.09
2,2000,51,1,9.999999999999999E-6,65498,0.091
2,2000,51,1,9.999999999999999E-5,75248,0.084
2,2000,51,1,0.001,87184,0.08
2,2000,51,11,1.0E-7,67652,0.085
2,2000,51,11,1.0E-6,71914,0.088
2,2000,51,11,9.999999999999999E-6,27246,0.085
2,2000,51,11,9.999999999999999E-5,76640,0.087
2,2000,51,11,0.001,76510,0.091
2,2000,51,21,1.0E-7,74326,0.094
2,2000,51,21,1.0E-6,70834,0.09
2,2000,51,21,9.999999999999999E-6,70600,0.089
2,2000,51,21,9.999999999999999E-5,82660,0.087
2,2000,51,21,0.001,56260,0.088
2,2000,101,1,1.0E-7,51960,0.092
2,2000,101,1,1.0E-6,79842,0.091
2,2000,101,1,9.999999999999999E-6,55182,0.092
2,2000,101,1,9.999999999999999E-5,64660,0.089
2,2000,101,1,0.001,73054,0.087
2,2000,101,11,1.0E-7,73074,0.094
2,2000,101,11,1.0E-6,55396,0.089
2,2000,101,11,9.999999999999999E-6,69834,0.09
2,2000,101,11,9.999999999999999E-5,74402,0.09
2,2000,101,11,0.001,68554,0.09
2,2000,101,21,1.0E-7,74924,0.09
2,2000,101,21,1.0E-6,57140,0.093
2,2000,101,21,9.999999999999999E-6,68904,0.087
2,2000,101,21,9.999999999999999E-5,72364,0.091
2,2000,101,21,0.001,73708,0.091
2,2000,151,1,1.0E-7,77456,0.089
2,2000,151,1,1.0E-6,72078,0.093
2,2000,151,1,9.999999999999999E-6,72338,0.09
2,2000,151,1,9.999999999999999E-5,60826,0.088
2,2000,151,1,0.001,72650,0.086
2,2000,151,11,1.0E-7,75162,0.091
2,2000,151,11,1.0E-6,83118,0.091
2,2000,151,11,9.999999999999999E-6,39208,0.09
2,2000,151,11,9.999999999999999E-5,80908,0.092
2,2000,151,11,0.001,57978,0.092
2,2000,151,21,1.0E-7,70760,0.091
2,2000,151,21,1.0E-6,15244,0.093
2,2000,151,21,9.999999999999999E-6,78020,0.09
2,2000,151,21,9.999999999999999E-5,59262,0.088
2,2000,151,21,0.001,67938,0.093
2,2000,201,1,1.0E-7,69708,0.09
2,2000,201,1,1.0E-6,51442,0.089
2,2000,201,1,9.999999999999999E-6,56496,0.088
2,2000,201,1,9.999999999999999E-5,65138,0.089
2,2000,201,1,0.001,67278,0.09
2,2000,201,11,1.0E-7,71364,0.089
2,2000,201,11,1.0E-6,24020,0.09
2,2000,201,11,9.999999999999999E-6,64746,0.092
2,2000,201,11,9.999999999999999E-5,70336,0.095
2,2000,201,11,0.001,81520,0.09
2,2000,201,21,1.0E-7,67528,0.092
2,2000,201,21,1.0E-6,81034,0.088
2,2000,201,21,9.999999999999999E-6,29468,0.087
2,2000,201,21,9.999999999999999E-5,77842,0.092
2,2000,201,21,0.001,66608,0.093
2,2000,251,1,1.0E-7,68550,0.089
2,2000,251,1,1.0E-6,69086,0.095
2,2000,251,1,9.999999999999999E-6,75234,0.089
2,2000,251,1,9.999999999999999E-5,58726,0.083
2,2000,251,1,0.001,69490,0.087
2,2000,251,11,1.0E-7,70466,0.092
2,2000,251,11,1.0E-6,55652,0.089
2,2000,251,11,9.999999999999999E-6,66168,0.09
2,2000,251,11,9.999999999999999E-5,58236,0.09
2,2000,251,11,0.001,58622,0.091
2,2000,251,21,1.0E-7,72470,0.085
2,2000,251,21,1.0E-6,74702,0.085
2,2000,251,21,9.999999999999999E-6,72454,0.085
2,2000,251,21,9.999999999999999E-5,62332,0.089
2,2000,251,21,0.001,65484,0.089
2,3000,1,1,1.0E-7,69084,0.131
2,3000,1,1,1.0E-6,66858,0.125
2,3000,1,1,9.999999999999999E-6,65096,0.127
2,3000,1,1,9.999999999999999E-5,57486,0.131
2,3000,1,1,0.001,63276,0.131
2,3000,1,11,1.0E-7,82698,0.136
2,3000,1,11,1.0E-6,64966,0.134
2,3000,1,11,9.999999999999999E-6,64734,0.127
2,3000,1,11,9.999999999999999E-5,46510,0.13
2,3000,1,11,0.001,73098,0.138
2,3000,1,21,1.0E-7,44106,0.135
2,3000,1,21,1.0E-6,72572,0.137
2,3000,1,21,9.999999999999999E-6,64326,0.134
2,3000,1,21,9.999999999999999E-5,77588,0.136
2,3000,1,21,0.001,77040,0.14
2,3000,51,1,1.0E-7,75274,0.134
2,3000,51,1,1.0E-6,69538,0.128
2,3000,51,1,9.999999999999999E-6,67562,0.139
2,3000,51,1,9.999999999999999E-5,47290,0.132
2,3000,51,1,0.001,72380,0.131
2,3000,51,11,1.0E-7,69444,0.131
2,3000,51,11,1.0E-6,72792,0.137
2,3000,51,11,9.999999999999999E-6,62168,0.132
2,3000,51,11,9.999999999999999E-5,75490,0.132
2,3000,51,11,0.001,82922,0.129
2,3000,51,21,1.0E-7,69406,0.134
2,3000,51,21,1.0E-6,71048,0.138
2,3000,51,21,9.999999999999999E-6,57616,0.14
2,3000,51,21,9.999999999999999E-5,68154,0.136
2,3000,51,21,0.001,71930,0.131
2,3000,101,1,1.0E-7,73198,0.133
2,3000,101,1,1.0E-6,57412,0.132
2,3000,101,1,9.999999999999999E-6,76700,0.139
2,3000,101,1,9.999999999999999E-5,78226,0.132
2,3000,101,1,0.001,60980,0.134
2,3000,101,11,1.0E-7,81166,0.132
2,3000,101,11,1.0E-6,72790,0.142
2,3000,101,11,9.999999999999999E-6,61890,0.134
2,3000,101,11,9.999999999999999E-5,79258,0.137
2,3000,101,11,0.001,49838,0.135
2,3000,101,21,1.0E-7,58408,0.132
2,3000,101,21,1.0E-6,64748,0.136
2,3000,101,21,9.999999999999999E-6,70288,0.142
2,3000,101,21,9.999999999999999E-5,73962,0.14
2,3000,101,21,0.001,73038,0.138
2,3000,151,1,1.0E-7,65094,0.128
2,3000,151,1,1.0E-6,77534,0.131
2,3000,151,1,9.999999999999999E-6,91054,0.128
2,3000,151,1,9.999999999999999E-5,67338,0.143
2,3000,151,1,0.001,79894,0.135
2,3000,151,11,1.0E-7,71506,0.134
2,3000,151,11,1.0E-6,65428,0.136
2,3000,151,11,9.999999999999999E-6,71718,0.129
2,3000,151,11,9.999999999999999E-5,75302,0.133
2,3000,151,11,0.001,69948,0.131
2,3000,151,21,1.0E-7,64608,0.129
2,3000,151,21,1.0E-6,71350,0.132
2,3000,151,21,9.999999999999999E-6,65840,0.164
2,3000,151,21,9.999999999999999E-5,65002,0.138
2,3000,151,21,0.001,77288,0.135
2,3000,201,1,1.0E-7,67340,0.146
2,3000,201,1,1.0E-6,79448,0.152
2,3000,201,1,9.999999999999999E-6,79920,0.132
2,3000,201,1,9.999999999999999E-5,64994,0.133
2,3000,201,1,0.001,74312,0.136
2,3000,201,11,1.0E-7,76144,0.137
2,3000,201,11,1.0E-6,50678,0.133
2,3000,201,11,9.999999999999999E-6,76620,0.13
2,3000,201,11,9.999999999999999E-5,70080,0.137
2,3000,201,11,0.001,58548,0.128
2,3000,201,21,1.0E-7,74720,0.125
2,3000,201,21,1.0E-6,75982,0.132
2,3000,201,21,9.999999999999999E-6,74676,0.128
2,3000,201,21,9.999999999999999E-5,69046,0.127
