Opcio,Steps,stiter,k,lamb,profits,execution time
2,3000,201,21,0.001,75306,0.133
2,3000,251,1,1.0E-7,70750,0.134
2,3000,251,1,1.0E-6,70796,0.136
2,3000,251,1,9.999999999999999E-6,31776,0.144
2,3000,251,1,9.999999999999999E-5,74458,0.135
2,3000,251,1,0.001,71936,0.135
2,3000,251,11,1.0E-7,69044,0.131
2,3000,251,11,1.0E-6,43516,0.134
2,3000,251,11,9.999999999999999E-6,74676,0.132
2,3000,251,11,9.999999999999999E-5,72058,0.128
2,3000,251,11,0.001,58182,0.137
2,3000,251,21,1.0E-7,59056,0.128
2,3000,251,21,1.0E-6,79764,0.125
2,3000,251,21,9.999999999999999E-6,61652,0.14
2,3000,251,21,9.999999999999999E-5,12120,0.131
2,3000,251,21,0.001,64292,0.134
2,4000,1,1,1.0E-7,86812,0.176
2,4000,1,1,1.0E-6,60180,0.174
2,4000,1,1,9.999999999999999E-6,64070,0.19
2,4000,1,1,9.999999999999999E-5,74188,0.181
2,4000,1,1,0.001,77382,0.187
2,4000,1,11,1.0E-7,76262,0.183
2,4000,1,11,1.0E-6,66078,0.173
2,4000,1,11,9.999999999999999E-6,69492,0.183
2,4000,1,11,9.999999999999999E-5,62954,0.185
2,4000,1,11,0.001,73104,0.176
2,4000,1,21,1.0E-7,58302,0.172
2,4000,1,21,1.0E-6,56106,0.17
2,4000,1,21,9.999999999999999E-6,76506,0.173
2,4000,1,21,9.999999999999999E-5,77644,0.17
2,4000,1,21,0.001,74452,0.175
2,4000,51,1,1.0E-7,68432,0.17
2,4000,51,1,1.0E-6,78510,0.177
2,4000,51,1,9.999999999999999E-6,78974,0.176
2,4000,51,1,9.999999999999999E-5,73476,0.18
2,4000,51,1,0.001,66630,0.178
2,4000,51,11,1.0E-7,63742,0.177
2,4000,51,11,1.0E-6,70012,0.177
2,4000,51,11,9.999999999999999E-6,79378,0.171
2,4000,51,11,9.999999999999999E-5,74506,0.168
2,4000,51,11,0.001,79596,0.176
2,4000,51,21,1.0E-7,73616,0.189
2,4000,51,21,1.0E-6,37930,0.179
2,4000,51,21,9.999999999999999E-6,66198,0.18
2,4000,51,21,9.999999999999999E-5,65596,0.188
2,4000,51,21,0.001,77224,0.184
2,4000,101,1,1.0E-7,37828,0.174
2,4000,101,1,1.0E-6,70980,0.176
2,4000,101,1,9.999999999999999E-6,63864,0.174
2,4000,101,1,9.999999999999999E-5,70780,0.183
2,4000,101,1,0.001,63286,0.18
2,4000,101,11,1.0E-7,64494,0.168
2,4000,101,11,1.0E-6,63212,0.173
2,4000,101,11,9.999999999999999E-6,79706,0.186
2,4000,101,11,9.999999999999999E-5,64796,0.163
2,4000,101,11,0.001,45000,0.181
2,4000,101,21,1.0E-7,75896,0.175
2,4000,101,21,1.0E-6,70896,0.18
2,4000,101,21,9.999999999999999E-6,60244,0.17
2,4000,101,21,9.999999999999999E-5,71528,0.175
2,4000,101,21,0.001,65292,0.179
2,4000,151,1,1.0E-7,45562,0.174
2,4000,151,1,1.0E-6,63562,0.182
2,4000,151,1,9.999999999999999E-6,64918,0.18
2,4000,151,1,9.999999999999999E-5,75138,0.18
2,4000,151,1,0.001,67482,0.174
2,4000,151,11,1.0E-7,75504,0.167
2,4000,151,11,1.0E-6,55816,0.179
2,4000,151,11,9.999999999999999E-6,72894,0.182
2,4000,151,11,9.999999999999999E-5,69178,0.183
2,4000,151,11,0.001,73790,0.188
2,4000,151,21,1.0E-7,80494,0.19
2,4000,151,21,1.0E-6,39540,0.183
2,4000,151,21,9.999999999999999E-6,74206,0.177
2,4000,151,21,9.999999999999999E-5,60830,0.177
2,4000,151,21,0.001,72884,0.184
2,4000,201,1,1.0E-7,53436,0.172
2,4000,201,1,1.0E-6,81434,0.178
2,4000,201,1,9.999999999999999E-6,82738,0.178
2,4000,201,1,9.999999999999999E-5,56840,0.181
2,4000,201,1,0.001,72190,0.178
2,4000,201,11,1.0E-7,80446,0.191
2,4000,201,11,1.0E-6,68128,0.182
2,4000,201,11,9.999999999999999E-6,77256,0.186
2,4000,201,11,9.999999999999999E-5,60392,0.184
2,4000,201,11,0.001,78080,0.176
2,4000,201,21,1.0E-7,72310,0.173
2,4000,201,21,1.0E-6,62534,0.178
2,4000,201,21,9.999999999999999E-6,90410,0.172
2,4000,201,21,9.999999999999999E-5,85846,0.179
2,4000,201,21,0.001,74662,0.178
2,4000,251,1,1.0E-7,62834,0.17
2,4000,251,1,1.0E-6,73900,0.185
2,4000,251,1,9.999999999999999E-6,72814,0.177
2,4000,251,1,9.999999999999999E-5,71984,0.175
2,4000,251,1,0.001,74654,0.196
2,4000,251,11,1.0E-7,62794,0.166
2,4000,251,11,1.0E-6,66836,0.173
2,4000,251,11,9.999999999999999E-6,76680,0.166
2,4000,251,11,9.999999999999999E-5,74790,0.173
2,4000,251,11,0.001,71432,0.172
2,4000,251,21,1.0E-7,66688,0.177
2,4000,251,21,1.0E-6,65750,0.176
2,4000,251,21,9.999999999999999E-6,61482,0.182
2,4000,251,21,9.999999999999999E-5,45040,0.175
2,4000,251,21,0.001,70150,0.182
2,5000,1,1,1.0E-7,81324,0.206
2,5000,1,1,1.0E-6,72732,0.229
2,5000,1,1,9.999999999999999E-6,47280,0.218
2,5000,1,1,9.999999999999999E-5,56838,0.214
2,5000,1,1,0.001,59356,0.219
2,5000,1,11,1.0E-7,67536,0.225
2,5000,1,11,1.0E-6,58934,0.222
2,5000,1,11,9.999999999999999E-6,57738,0.226
2,5000,1,11,9.999999999999999E-5,68384,0.23
2,5000,1,11,0.001,76744,0.219
2,5000,1,21,1.0E-7,78800,0.217
2,5000,1,21,1.0E-6,65648,0.229
2,5000,1,21,9.999999999999999E-6,72620,0.227
2,5000,1,21,9.999999999999999E-5,95078,0.21
2,5000,1,21,0.001,74808,0.225
2,5000,51,1,1.0E-7,74848,0.225
2,5000,51,1,1.0E-6,77720,0.221
2,5000,51,1,9.999999999999999E-6,67102,0.221
2,5000,51,1,9.999999999999999E-5,57164,0.228
2,5000,51,1,0.001,64112,0.211
2,5000,51,11,1.0E-7,64544,0.218
2,5000,51,11,1.0E-6,47838,0.238
2,5000,51,11,9.999999999999999E-6,54928,0.223
2,5000,51,11,9.999999999999999E-5,79968,0.217
2,5000,51,11,0.001,80918,0.223
2,5000,51,21,1.0E-7,74722,0.22
2,5000,51,21,1.0E-6,88630,0.209
2,5000,51,21,9.999999999999999E-6,34048,0.223
2,5000,51,21,9.999999999999999E-5,82898,0.217
2,5000,51,21,0.001,80312,0.214
2,5000,101,1,1.0E-7,66900,0.213
2,5000,101,1,1.0E-6,80892,0.221
2,5000,101,1,9.999999999999999E-6,67012,0.228
2,5000,101,1,9.999999999999999E-5,71626,0.212
2,5000,101,1,0.001,75316,0.211
2,5000,101,11,1.0E-7,80568,0.217
2,5000,101,11,1.0E-6,57682,0.215
2,5000,101,11,9.999999999999999E-6,70402,0.226
2,5000,101,11,9.999999999999999E-5,78830,0.214
2,5000,101,11,0.001,76324,0.213
2,5000,101,21,1.0E-7,70320,0.224
2,5000,101,21,1.0E-6,74882,0.216
2,5000,101,21,9.999999999999999E-6,78330,0.215
2,5000,101,21,9.999999999999999E-5,73534,0.221
2,5000,101,21,0.001,83032,0.218
2,5000,151,1,1.0E-7,78444,0.224
2,5000,151,1,1.0E-6,66070,0.219
2,5000,151,1,9.999999999999999E-6,70996,0.231
2,5000,151,1,9.999999999999999E-5,55700,0.214
2,5000,151,1,0.001,68842,0.228
2,5000,151,11,1.0E-7,63570,0.22
2,5000,151,11,1.0E-6,66860,0.232
2,5000,151,11,9.999999999999999E-6,52908,0.232
2,5000,151,11,9.999999999999999E-5,73314,0.233
2,5000,151,11,0.001,62646,0.238
2,5000,151,21,1.0E-7,82158,0.226
2,5000,151,21,1.0E-6,76204,0.224
2,5000,151,21,9.999999999999999E-6,67086,0.233
2,5000,151,21,9.999999999999999E-5,51322,0.229
2,5000,151,21,0.001,53342,0.233
2,5000,201,1,1.0E-7,78498,0.232
2,5000,201,1,1.0E-6,70490,0.22
2,5000,201,1,9.999999999999999E-6,73154,0.231
2,5000,201,1,9.999999999999999E-5,74654,0.241
2,5000,201,1,0.001,79612,0.227
2,5000,201,11,1.0E-7,76824,0.226
2,5000,201,11,1.0E-6,76596,0.23
2,5000,201,11,9.999999999999999E-6,74934,0.223
2,5000,201,11,9.999999999999999E-5,65082,0.24
2,5000,201,11,0.001,70878,0.233
2,5000,201,21,1.0E-7,77634,0.236
2,5000,201,21,1.0E-6,68882,0.221
2,5000,201,21,9.999999999999999E-6,70602,0.245
2,5000,201,21,9.999999999999999E-5,77074,0.236
2,5000,201,21,0.001,65930,0.223
2,5000,251,1,1.0E-7,80596,0.232
2,5000,251,1,1.0E-6,59058,0.232
2,5000,251,1,9.999999999999999E-6,64416,0.231
2,5000,251,1,9.999999999999999E-5,62660,0.231
2,5000,251,1,0.001,72982,0.244
2,5000,251,11,1.0E-7,71904,0.235
2,5000,251,11,1.0E-6,72876,0.234
2,5000,251,11,9.999999999999999E-6,47522,0.225
2,5000,251,11,9.999999999999999E-5,59462,0.233
2,5000,251,11,0.001,73452,0.243
2,5000,251,21,1.0E-7,80644,0.218
2,5000,251,21,1.0E-6,63742,0.24
2,5000,251,21,9.999999999999999E-6,77344,0.234
2,5000,251,21,9.999999999999999E-5,71304,0.225
2,5000,251,21,0.001,73894,0.218
2,6000,1,1,1.0E-7,65600,0.281
2,6000,1,1,1.0E-6,70004,0.273
2,6000,1,1,9.999999999999999E-6,70048,0.279
2,6000,1,1,9.999999999999999E-5,74478,0.279
2,6000,1,1,0.001,66062,0.266
2,6000,1,11,1.0E-7,71006,0.287
2,6000,1,11,1.0E-6,66396,0.285
2,6000,1,11,9.999999999999999E-6,67556,0.274
2,6000,1,11,9.999999999999999E-5,61982,0.269
2,6000,1,11,0.001,71328,0.269
2,6000,1,21,1.0E-7,75236,0.279
2,6000,1,21,1.0E-6,74990,0.28
2,6000,1,21,9.999999999999999E-6,59968,0.259
2,6000,1,21,9.999999999999999E-5,67168,0.276
2,6000,1,21,0.001,62762,0.264
2,6000,51,1,1.0E-7,72440,0.286
2,6000,51,1,1.0E-6,65864,0.276
2,6000,51,1,9.999999999999999E-6,52256,0.283
2,6000,51,1,9.999999999999999E-5,44842,0.287
2,6000,51,1,0.001,76596,0.27
2,6000,51,11,1.0E-7,46808,0.27
2,6000,51,11,1.0E-6,80552,0.273
2,6000,51,11,9.999999999999999E-6,66304,0.285
2,6000,51,11,9.999999999999999E-5,73074,0.27
2,6000,51,11,0.001,71808,0.265
2,6000,51,21,1.0E-7,60956,0.286
2,6000,51,21,1.0E-6,46564,0.291
2,6000,51,21,9.999999999999999E-6,70894,0.272
2,6000,51,21,9.999999999999999E-5,79926,0.274
2,6000,51,21,0.001,76022,0.26
2,6000,101,1,1.0E-7,79456,0.272
2,6000,101,1,1.0E-6,69208,0.267
2,6000,101,1,9.999999999999999E-6,70952,0.282
2,6000,101,1,9.999999999999999E-5,46754,0.273
2,6000,101,1,0.001,78328,0.29
2,6000,101,11,1.0E-7,79088,0.257
2,6000,101,11,1.0E-6,76266,0.274
2,6000,101,11,9.999999999999999E-6,75110,0.267
2,6000,101,11,9.999999999999999E-5,63004,0.268
2,6000,101,11,0.001,80952,0.275
2,6000,101,21,1.0E-7,74890,0.275
2,6000,101,21,1.0E-6,54424,0.28
2,6000,101,21,9.999999999999999E-6,76656,0.261
2,6000,101,21,9.999999999999999E-5,74578,0.257
2,6000,101,21,0.001,50936,0.273
2,6000,151,1,1.0E-7,39816,0.264
2,6000,151,1,1.0E-6,56632,0.265
2,6000,151,1,9.999999999999999E-6,78736,0.256
2,6000,151,1,9.999999999999999E-5,72644,0.262
2,6000,151,1,0.001,54522,0.271
2,6000,151,11,1.0E-7,65488,0.26
2,6000,151,11,1.0E-6,66892,0.254
2,6000,151,11,9.999999999999999E-6,80592,0.26
2,6000,151,11,9.999999999999999E-5,62576,0.266
2,6000,151,11,0.001,70848,0.276
2,6000,151,21,1.0E-7,82238,0.263
2,6000,151,21,1.0E-6,70262,0.278
2,6000,151,21,9.999999999999999E-6,70782,0.285
2,6000,151,21,9.999999999999999E-5,60274,0.268
2,6000,151,21,0.001,80782,0.273
2,6000,201,1,1.0E-7,76424,0.289
2,6000,201,1,1.0E-6,75440,0.283
2,6000,201,1,9.999999999999999E-6,72814,0.266
2,6000,201,1,9.999999999999999E-5,71072,0.254
2,6000,201,1,0.001,75542,0.26
2,6000,201,11,1.0E-7,59150,0.272
2,6000,201,11,1.0E-6,79026,0.266
2,6000,201,11,9.999999999999999E-6,74114,0.267
2,6000,201,11,9.999999999999999E-5,57472,0.279
2,6000,201,11,0.001,76754,0.261
2,6000,201,21,1.0E-7,70094,0.25
2,6000,201,21,1.0E-6,65730,0.265
2,6000,201,21,9.999999999999999E-6,68630,0.275
2,6000,201,21,9.999999999999999E-5,76126,0.261
2,6000,201,21,0.001,70370,0.275
2,6000,251,1,1.0E-7,19690,0.272
2,6000,251,1,1.0E-6,75764,0.269
2,6000,251,1,9.999999999999999E-6,2724,0.263
2,6000,251,1,9.999999999999999E-5,62230,0.271
2,6000,251,1,0.001,77648,0.283
2,6000,251,11,1.0E-7,90256,0.26
2,6000,251,11,1.0E-6,74320,0.265
2,6000,251,11,9.999999999999999E-6,81158,0.265
2,6000,251,11,9.999999999999999E-5,57868,0.255
2,6000,251,11,0.001,62026,0.28
2,6000,251,21,1.0E-7,71448,0.269
2,6000,251,21,1.0E-6,74620,0.291
2,6000,251,21,9.999999999999999E-6,61298,0.281
2,6000,251,21,9.999999999999999E-5,52212,0.273
2,6000,251,21,0.001,88084,0.263
2,7000,1,1,1.0E-7,55780,0.323
2,7000,1,1,1.0E-6,55086,0.329
2,7000,1,1,9.999999999999999E-6,74632,0.322
2,7000,1,1,9.999999999999999E-5,71600,0.3
2,7000,1,1,0.001,54700,0.301
2,7000,1,11,1.0E-7,70858,0.316
2,7000,1,11,1.0E-6,30688,0.318
2,7000,1,11,9.999999999999999E-6,71636,0.309
2,7000,1,11,9.999999999999999E-5,36166,0.322
2,7000,1,11,0.001,75678,0.321
2,7000,1,21,1.0E-7,70926,0.311
2,7000,1,21,1.0E-6,68798,0.315
2,7000,1,21,9.999999999999999E-6,77644,0.301
2,7000,1,21,9.999999999999999E-5,62302,0.314
2,7000,1,21,0.001,64288,0.308
2,7000,51,1,1.0E-7,63910,0.302
2,7000,51,1,1.0E-6,74230,0.308
2,7000,51,1,9.999999999999999E-6,64152,0.314
2,7000,51,1,9.999999999999999E-5,68050,0.316
2,7000,51,1,0.001,63620,0.32
2,7000,51,11,1.0E-7,58560,0.313
2,7000,51,11,1.0E-6,72188,0.326
2,7000,51,11,9.999999999999999E-6,68764,0.307
2,7000,51,11,9.999999999999999E-5,60564,0.315
2,7000,51,11,0.001,77906,0.328
2,7000,51,21,1.0E-7,61828,0.316
2,7000,51,21,1.0E-6,85792,0.299
2,7000,51,21,9.999999999999999E-6,73108,0.322
2,7000,51,21,9.999999999999999E-5,71240,0.3
2,7000,51,21,0.001,77818,0.313
2,7000,101,1,1.0E-7,77576,0.297
2,7000,101,1,1.0E-6,67178,0.327
2,7000,101,1,9.999999999999999E-6,69896,0.317
2,7000,101,1,9.999999999999999E-5,77330,0.305
2,7000,101,1,0.001,58898,0.309
2,7000,101,11,1.0E-7,76792,0.325
2,7000,101,11,1.0E-6,70172,0.344
2,7000,101,11,9.999999999999999E-6,61518,0.32
2,7000,101,11,9.999999999999999E-5,58938,0.312
2,7000,101,11,0.001,73980,0.321
2,7000,101,21,1.0E-7,76860,0.309
2,7000,101,21,1.0E-6,62850,0.319
2,7000,101,21,9.999999999999999E-6,71084,0.31
2,7000,101,21,9.999999999999999E-5,73584,0.308
2,7000,101,21,0.001,58612,0.349
2,7000,151,1,1.0E-7,75978,0.31
2,7000,151,1,1.0E-6,70118,0.315
2,7000,151,1,9.999999999999999E-6,65762,0.322
2,7000,151,1,9.999999999999999E-5,53246,0.307
2,7000,151,1,0.001,64958,0.305
2,7000,151,11,1.0E-7,57200,0.309
2,7000,151,11,1.0E-6,69650,0.315
2,7000,151,11,9.999999999999999E-6,81056,0.305
2,7000,151,11,9.999999999999999E-5,68712,0.322
2,7000,151,11,0.001,69552,0.333
2,7000,151,21,1.0E-7,48634,0.307
2,7000,151,21,1.0E-6,81740,0.301
2,7000,151,21,9.999999999999999E-6,79734,0.306
2,7000,151,21,9.999999999999999E-5,60118,0.319
2,7000,151,21,0.001,75156,0.326
2,7000,201,1,1.0E-7,71862,0.313
2,7000,201,1,1.0E-6,74966,0.313
2,7000,201,1,9.999999999999999E-6,70502,0.322
2,7000,201,1,9.999999999999999E-5,76158,0.316
2,7000,201,1,0.001,70864,0.333
2,7000,201,11,1.0E-7,67174,0.302
2,7000,201,11,1.0E-6,56508,0.317
2,7000,201,11,9.999999999999999E-6,58204,0.305
2,7000,201,11,9.999999999999999E-5,68120,0.311
2,7000,201,11,0.001,63288,0.314
2,7000,201,21,1.0E-7,77102,0.313
2,7000,201,21,1.0E-6,74554,0.313
2,7000,201,21,9.999999999999999E-6,76170,0.31
2,7000,201,21,9.999999999999999E-5,70344,0.3
2,7000,201,21,0.001,69454,0.305
2,7000,251,1,1.0E-7,96050,0.3
2,7000,251,1,1.0E-6,51034,0.296
2,7000,251,1,9.999999999999999E-6,65112,0.292
2,7000,251,1,9.999999999999999E-5,57556,0.323
2,7000,251,1,0.001,51964,0.329
2,7000,251,11,1.0E-7,67084,0.329
2,7000,251,11,1.0E-6,74900,0.329
2,7000,251,11,9.999999999999999E-6,79146,0.304
2,7000,251,11,9.999999999999999E-5,65436,0.332
2,7000,251,11,0.001,87562,0.307
2,7000,251,21,1.0E-7,32850,0.301
2,7000,251,21,1.0E-6,62376,0.311
2,7000,251,21,9.999999999999999E-6,65140,0.327
2,7000,251,21,9.999999999999999E-5,52460,0.296
2,7000,251,21,0.001,81114,0.309
2,8000,1,1,1.0E-7,69278,0.347
2,8000,1,1,1.0E-6,76340,0.355
2,8000,1,1,9.999999999999999E-6,72234,0.337
2,8000,1,1,9.999999999999999E-5,78644,0.367
2,8000,1,1,0.001,59018,0.364
2,8000,1,11,1.0E-7,75782,0.371
2,8000,1,11,1.0E-6,60818,0.349
2,8000,1,11,9.999999999999999E-6,75466,0.343
2,8000,1,11,9.999999999999999E-5,58864,0.344
2,8000,1,11,0.001,67298,0.357
2,8000,1,21,1.0E-7,75370,0.343
2,8000,1,21,1.0E-6,77570,0.347
2,8000,1,21,9.999999999999999E-6,81518,0.346
2,8000,1,21,9.999999999999999E-5,67188,0.355
2,8000,1,21,0.001,79204,0.334
2,8000,51,1,1.0E-7,72730,0.346
2,8000,51,1,1.0E-6,55144,0.361
2,8000,51,1,9.999999999999999E-6,72924,0.341
2,8000,51,1,9.999999999999999E-5,75986,0.35
2,8000,51,1,0.001,65816,0.338
2,8000,51,11,1.0E-7,51438,0.356
2,8000,51,11,1.0E-6,70916,0.334
2,8000,51,11,9.999999999999999E-6,77812,0.337
2,8000,51,11,9.999999999999999E-5,43848,0.345
2,8000,51,11,0.001,69300,0.363
2,8000,51,21,1.0E-7,69436,0.334
2,8000,51,21,1.0E-6,57116,0.354
2,8000,51,21,9.999999999999999E-6,62542,0.355
2,8000,51,21,9.999999999999999E-5,72474,0.342
2,8000,51,21,0.001,78118,0.342
2,8000,101,1,1.0E-7,50910,0.35
2,8000,101,1,1.0E-6,70604,0.343
2,8000,101,1,9.999999999999999E-6,63132,0.333
2,8000,101,1,9.999999999999999E-5,73248,0.368
2,8000,101,1,0.001,75646,0.356
2,8000,101,11,1.0E-7,73162,0.343
2,8000,101,11,1.0E-6,63344,0.35
2,8000,101,11,9.999999999999999E-6,46208,0.35
2,8000,101,11,9.999999999999999E-5,74544,0.35
2,8000,101,11,0.001,67068,0.373
2,8000,101,21,1.0E-7,73492,0.363
2,8000,101,21,1.0E-6,56730,0.374
2,8000,101,21,9.999999999999999E-6,76020,0.373
2,8000,101,21,9.999999999999999E-5,63108,0.36
2,8000,101,21,0.001,79340,0.352
2,8000,151,1,1.0E-7,61194,0.345
2,8000,151,1,1.0E-6,85374,0.36
2,8000,151,1,9.999999999999999E-6,73194,0.364
2,8000,151,1,9.999999999999999E-5,28082,0.357
2,8000,151,1,0.001,76120,0.361
2,8000,151,11,1.0E-7,79130,0.373
2,8000,151,11,1.0E-6,77986,0.362
2,8000,151,11,9.999999999999999E-6,23470,0.356
2,8000,151,11,9.999999999999999E-5,79330,0.382
2,8000,151,11,0.001,80622,0.362
2,8000,151,21,1.0E-7,74618,0.37
2,8000,151,21,1.0E-6,96192,0.355
2,8000,151,21,9.999999999999999E-6,80290,0.367
2,8000,151,21,9.999999999999999E-5,69560,0.365
2,8000,151,21,0.001,69888,0.347
2,8000,201,1,1.0E-7,67206,0.345
2,8000,201,1,1.0E-6,78086,0.362
2,8000,201,1,9.999999999999999E-6,74780,0.349
2,8000,201,1,9.999999999999999E-5,71012,0.357
2,8000,201,1,0.001,67728,0.356
2,8000,201,11,1.0E-7,85016,0.349
2,8000,201,11,1.0E-6,69174,0.342
2,8000,201,11,9.999999999999999E-6,78274,0.36
2,8000,201,11,9.999999999999999E-5,72506,0.353
2,8000,201,11,0.001,66138,0.372
2,8000,201,21,1.0E-7,75276,0.36
2,8000,201,21,1.0E-6,67564,0.364
2,8000,201,21,9.999999999999999E-6,80252,0.356
2,8000,201,21,9.999999999999999E-5,82184,0.364
2,8000,201,21,0.001,77300,0.36
2,8000,251,1,1.0E-7,76688,0.355
2,8000,251,1,1.0E-6,74008,0.354
2,8000,251,1,9.999999999999999E-6,62610,0.341
2,8000,251,1,9.999999999999999E-5,62108,0.373
2,8000,251,1,0.001,83522,0.339
2,8000,251,11,1.0E-7,73758,0.36
2,8000,251,11,1.0E-6,23126,0.359
2,8000,251,11,9.999999999999999E-6,70036,0.348
2,8000,251,11,9.999999999999999E-5,77724,0.36
2,8000,251,11,0.001,54074,0.354
2,8000,251,21,1.0E-7,78676,0.351
2,8000,251,21,1.0E-6,77546,0.351
2,8000,251,21,9.999999999999999E-6,70700,0.357
2,8000,251,21,9.999999999999999E-5,57218,0.37
2,8000,251,21,0.001,75248,0.376
2,9000,1,1,1.0E-7,56290,0.383
2,9000,1,1,1.0E-6,81518,0.398
2,9000,1,1,9.999999999999999E-6,63736,0.403
2,9000,1,1,9.999999999999999E-5,78412,0.4
2,9000,1,1,0.001,78380,0.39
2,9000,1,11,1.0E-7,74096,0.391
2,9000,1,11,1.0E-6,74788,0.413
2,9000,1,11,9.999999999999999E-6,67434,0.429
2,9000,1,11,9.999999999999999E-5,59988,0.409
2,9000,1,11,0.001,62958,0.39
2,9000,1,21,1.0E-7,55432,0.395
2,9000,1,21,1.0E-6,37758,0.414
2,9000,1,21,9.999999999999999E-6,75338,0.403
2,9000,1,21,9.999999999999999E-5,63088,0.41
2,9000,1,21,0.001,49924,0.439
2,9000,51,1,1.0E-7,66836,0.405
2,9000,51,1,1.0E-6,73322,0.405
2,9000,51,1,9.999999999999999E-6,90566,0.403
2,9000,51,1,9.999999999999999E-5,26770,0.417
2,9000,51,1,0.001,66844,0.421
2,9000,51,11,1.0E-7,73600,0.366
2,9000,51,11,1.0E-6,52212,0.393
2,9000,51,11,9.999999999999999E-6,32794,0.382
2,9000,51,11,9.999999999999999E-5,67274,0.39
2,9000,51,11,0.001,71960,0.382
2,9000,51,21,1.0E-7,76400,0.383
2,9000,51,21,1.0E-6,54122,0.398
2,9000,51,21,9.999999999999999E-6,75126,0.407
2,9000,51,21,9.999999999999999E-5,74558,0.384
2,9000,51,21,0.001,67622,0.376
2,9000,101,1,1.0E-7,75156,0.386
2,9000,101,1,1.0E-6,77806,0.387
2,9000,101,1,9.999999999999999E-6,73100,0.383
2,9000,101,1,9.999999999999999E-5,65268,0.377
2,9000,101,1,0.001,80280,0.402
2,9000,101,11,1.0E-7,70992,0.421
2,9000,101,11,1.0E-6,60846,0.398
2,9000,101,11,9.999999999999999E-6,63686,0.411
2,9000,101,11,9.999999999999999E-5,26772,0.385
2,9000,101,11,0.001,68818,0.389
2,9000,101,21,1.0E-7,69206,0.39
2,9000,101,21,1.0E-6,62840,0.395
2,9000,101,21,9.999999999999999E-6,82616,0.365
2,9000,101,21,9.999999999999999E-5,64172,0.388
2,9000,101,21,0.001,77820,0.401
2,9000,151,1,1.0E-7,76586,0.386
2,9000,151,1,1.0E-6,73206,0.396
2,9000,151,1,9.999999999999999E-6,52780,0.382
2,9000,151,1,9.999999999999999E-5,50098,0.371
2,9000,151,1,0.001,69826,0.396
2,9000,151,11,1.0E-7,66022,0.417
2,9000,151,11,1.0E-6,5824,0.386
2,9000,151,11,9.999999999999999E-6,75226,0.385
2,9000,151,11,9.999999999999999E-5,62422,0.429
2,9000,151,11,0.001,68298,0.414
2,9000,151,21,1.0E-7,64076,0.412
2,9000,151,21,1.0E-6,57466,0.424
2,9000,151,21,9.999999999999999E-6,54370,0.429
2,9000,151,21,9.999999999999999E-5,81988,0.387
2,9000,151,21,0.001,77650,0.423
2,9000,201,1,1.0E-7,56268,0.42
2,9000,201,1,1.0E-6,66542,0.397
2,9000,201,1,9.999999999999999E-6,74906,0.418
2,9000,201,1,9.999999999999999E-5,47100,0.416
2,9000,201,1,0.001,70436,0.415
2,9000,201,11,1.0E-7,72812,0.404
2,9000,201,11,1.0E-6,61330,0.4
2,9000,201,11,9.999999999999999E-6,79990,0.393
2,9000,201,11,9.999999999999999E-5,66336,0.423
2,9000,201,11,0.001,61030,0.41
2,9000,201,21,1.0E-7,64978,0.443
2,9000,201,21,1.0E-6,41254,0.414
2,9000,201,21,9.999999999999999E-6,76972,0.386
2,9000,201,21,9.999999999999999E-5,70576,0.389
2,9000,201,21,0.001,64784,0.381
2,9000,251,1,1.0E-7,21774,0.416
2,9000,251,1,1.0E-6,68666,0.391
2,9000,251,1,9.999999999999999E-6,76216,0.389
2,9000,251,1,9.999999999999999E-5,65174,0.379
2,9000,251,1,0.001,75146,0.373
2,9000,251,11,1.0E-7,59498,0.374
2,9000,251,11,1.0E-6,78764,0.373
2,9000,251,11,9.999999999999999E-6,81106,0.394
2,9000,251,11,9.999999999999999E-5,74124,0.379
2,9000,251,11,0.001,73310,0.379
2,9000,251,21,1.0E-7,46482,0.392
2,9000,251,21,1.0E-6,68520,0.401
2,9000,251,21,9.999999999999999E-6,70094,0.388
2,9000,251,21,9.999999999999999E-5,71450,0.403
2,9000,251,21,0.001,56346,0.395
2,10000,1,1,1.0E-7,60530,0.45
2,10000,1,1,1.0E-6,70600,0.445
2,10000,1,1,9.999999999999999E-6,80746,0.456
2,10000,1,1,9.999999999999999E-5,69304,0.455
2,10000,1,1,0.001,71044,0.458
2,10000,1,11,1.0E-7,80972,0.446
2,10000,1,11,1.0E-6,78794,0.426
2,10000,1,11,9.999999999999999E-6,60806,0.429
2,10000,1,11,9.999999999999999E-5,73732,0.444
2,10000,1,11,0.001,67026,0.44
2,10000,1,21,1.0E-7,88662,0.435
2,10000,1,21,1.0E-6,54366,0.443
2,10000,1,21,9.999999999999999E-6,78666,0.441
2,10000,1,21,9.999999999999999E-5,65614,0.444
2,10000,1,21,0.001,74788,0.437
2,10000,51,1,1.0E-7,72726,0.44
2,10000,51,1,1.0E-6,73532,0.45
2,10000,51,1,9.999999999999999E-6,68350,0.435
2,10000,51,1,9.999999999999999E-5,76576,0.429
2,10000,51,1,0.001,63992,0.441
2,10000,51,11,1.0E-7,80352,0.42
2,10000,51,11,1.0E-6,82492,0.444
2,10000,51,11,9.999999999999999E-6,68238,0.416
2,10000,51,11,9.999999999999999E-5,73490,0.44
2,10000,51,11,0.001,44218,0.419
2,10000,51,21,1.0E-7,96760,0.427
